termCode,termExtendedName,termShortName,scientific_name_clean,scope_note_clean,allFacets,nlp_text,nlp_word_count,common_names
A0CHT,Crisp bread,,,"The group includes any type of crisp bread, i.e. a flat and dry type of bread similar to crackers, but tendentially harder. It traditionally contains rye flour, but nowadays also wheat flour. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CHT#F02.A06CQ$F33.A0C3Q,"Crisp bread. hard bread. The group includes any type of crisp bread, i.e. a flat and dry type of bread similar to crackers, but tendentially harder. It traditionally contains rye flour, but nowadays also wheat flour. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",53,hard bread
A0CHZ,Mastic gum flavour,,,"The group includes Mastic gum flavour, also known as Arabic gum flavour, i.e. a flavour obtained from or consisting in the resin of the plant Pistacia lentiscus, popular in Greece and other countries of the mediterranean area.",A0CHZ#F02.A06CD,"Mastic gum flavour. Arabic gum flavour. The group includes Mastic gum flavour, also known as Arabic gum flavour, i.e. a flavour obtained from or consisting in the resin of the plant Pistacia lentiscus, popular in Greece and other countries of the mediterranean area.",43,Arabic gum flavour
A0CJA,Fruit in alcohol or spirits,,,"The group includes fruit in alcohol or spirits, i.e. products obtained by preserving fruit in a medium-high alcoholic liquid or in a spirit. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A0CJA#F02.A0EYA$F06.A06YB$F27.A04RK$F28.A0CER$F33.A0C4Q,"Fruit in alcohol or spirits. The group includes fruit in alcohol or spirits, i.e. products obtained by preserving fruit in a medium-high alcoholic liquid or in a spirit. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",60,
A0CRN,Cheese curd,,,"The group includes any type of Freshly-made cheese curd, with no ripening or salting, just a variable degree of draining and heating. Available in different forms and under different names in many central-european countries such as Turo, Curdled milk, Biezpiens and Milk curd. Very similar to home made cottage cheese, possibly more acidic. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CRN#F02.A06BL$F27.A02LT$F28.A0C6E$F33.A0C5G,"Cheese curd. Turo. Curdled milk. Biezpiens. Milk curd. The group includes any type of Freshly-made cheese curd, with no ripening or salting, just a variable degree of draining and heating. Available in different forms and under different names in many central-european countries such as Turo, Curdled milk, Biezpiens and Milk curd. Very similar to home made cottage cheese, possibly more acidic. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",78,Turo | Curdled milk | Biezpiens | Milk curd
A0CRY,Wasabi flavour,,,mixture of substances providing the flavour of wasabi,A0CRY#F02.A06CD,Wasabi flavour. mixture of substances providing the flavour of wasabi.,10,
A0CRZ,Chicken flavour,,,mixture of substances providing the flavour of chicken,A0CRZ#F02.A06CD,Chicken flavour. mixture of substances providing the flavour of chicken.,10,
A0CSA,Spirits from fruit,,,The group includes any type of Spirits obtained by fermentation and distillation of fruits of any type. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.,A0CSA#F02.A0ENQ$F27.A04RK$F28.A07MF$F33.A0C1H,Spirits from fruit. The group includes any type of Spirits obtained by fermentation and distillation of fruits of any type. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.,37,
A0CSB,Spirits made from fruits other than stone fruits,,,"The group includes any type of Spirits obtained by fermentation and distillation of fruits not classified as stone fruit, like apple, pear, rowan, grape, berries. Apple spirit, Pear spirit, Calvados, Grappa and Aguardiente are included in this group. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CSB#F02.A0ENQ$F27.A04RK$F28.A07MF$F33.A0C1H,"Spirits made from fruits other than stone fruits. Apple spirit. Pear spirit. Calvados. Grappa. Aguardiente. The group includes any type of Spirits obtained by fermentation and distillation of fruits not classified as stone fruit, like apple, pear, rowan, grape, berries. Apple spirit, Pear spirit, Calvados, Grappa and Aguardiente are included in this group. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",70,Apple spirit | Pear spirit | Calvados | Grappa | Aguardiente
A0CSC,Spirits not from fruit,,,The group includes any type of Spirits obtained by distilling fermented agricultural products other than fruit. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.,A0CSC#F02.A0ENN$F28.A07MF$F33.A0C1H,Spirits not from fruit. The group includes any type of Spirits obtained by distilling fermented agricultural products other than fruit. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.,37,
A0CSK,Pre-mixes (dry) for baked products,,,"The group includes any type of mixed ingredients in dry form used to prepare the doughs for baked products, after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CSK#F02.A0ERD$F28.A07KG$F33.A0C3Q,"Pre-mixes (dry) for baked products. The group includes any type of mixed ingredients in dry form used to prepare the doughs for baked products, after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",47,
A0CSL,Bread pre-mixes (dry),,,"The group includes any type of dry pre-mixes containing flour, dried yeast and other ingredients used for the preparation of bread (usually home-made bread), after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CSL#F02.A0ERD$F28.A07KG$F33.A0C48,"Bread pre-mixes (dry). The group includes any type of dry pre-mixes containing flour, dried yeast and other ingredients used for the preparation of bread (usually home-made bread), after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",50,
A0CSM,Cake pre-mixes (dry),,,"The group includes any type of dry pre-mixes containing flour and other ingredients used for the preparation of cakes (in particular the baked part), after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CSM#F02.A0ERD$F28.A07KG$F33.A0C3Q,"Cake pre-mixes (dry). The group includes any type of dry pre-mixes containing flour and other ingredients used for the preparation of cakes (in particular the baked part), after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",50,
A0CSN,Pancake pre-mixes (dry),,,"The group includes any type of dry pre-mixes containing flour and other ingredients used for the preparation of pancakes, after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",A0CSN#F02.A0ERD$F28.A07KG$F33.A0C3Q,"Pancake pre-mixes (dry). The group includes any type of dry pre-mixes containing flour and other ingredients used for the preparation of pancakes, after addition of a proper liquid. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.",45,
A0CSR,Culantro leaves,,Eryngium foetidum L.,"Aromatic fresh herb from the plant classified under the species Eryngium foetidum L., commonly known as Culantro leaves or False coriander leaves. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CSR#F01.A0E4R$F02.A0F0C$F27.A0CSR$F33.A0C51,"Culantro leaves. False coriander leaves. Eryngium foetidum L. Aromatic fresh herb from the plant classified under the species Eryngium foetidum L., commonly known as Culantro leaves or False coriander leaves. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",71,False coriander leaves
